Accession_no	Family	Genus	Species	Clone_or_strain_name	Clone_and_organism
AM491002	Prymnesiaceae	Prymnesium	Prymnesium_sp	ALGO_HAP_Pm	AM491002|Prymnesium_sp(ALGO_HAP_Pm)
AM491006	Prymnesiaceae	Prymnesium	Prymnesium_sp	ALGO_HAPPM	AM491006|Prymnesium_sp(ALGO_HAPPM)
AB183612	Prymnesiaceae	Prymnesium	Prymnesium_sp	MBIC10533	AB183612|Prymnesium_sp(MBIC10533)
AB183611	Prymnesiaceae	Prymnesium	Prymnesium_sp	MBIC10528	AB183611|Prymnesium_sp(MBIC10528)
JF261100	Prymnesiaceae	Prymnesium	Prymnesium_sp	BG_2011	JF261100|Prymnesium_sp(BG_2011)
AM491001	Prymnesiaceae	Prymnesium	Prymnesium_zebrinum	ALGO_HAP29	AM491001|Prymnesium_zebrinum(ALGO_HAP29)
AM491016	Prymnesiaceae	Pseudohaptolina	Pseudohaptolina_arctica	CCMP_1204	AM491016|Pseudohaptolina_arctica(CCMP_1204)
KF684962	Prymnesiaceae	Pseudohaptolina	Pseudohaptolina_birgeri	PB2013	KF684962|Pseudohaptolina_birgeri(PB2013)
AB601108	Prymnesiales	Chrysocampanula	Chrysocampanula_spinifera	PLY_328	AB601108|Chrysocampanula_spinifera(PLY_328)
AM491022	Prymnesiales	Chrysocampanula	Chrysocampanula_spinifera	PLY_328	AM491022|Chrysocampanula_spinifera(PLY_328)
AB478413	Braarudosphaeraceae	Braarudosphaera	Braarudosphaera_bigelowii	Furue15	AB478413|Braarudosphaera_bigelowii(Furue15)
AB847979	Braarudosphaeraceae	Braarudosphaera	Braarudosphaera_bigelowii	Furue16	AB847979|Braarudosphaera_bigelowii(Furue16)
AB847970	Braarudosphaeraceae	Braarudosphaera	Braarudosphaera_bigelowii	Shukutsu19	AB847970|Braarudosphaera_bigelowii(Shukutsu19)
AB847973	Braarudosphaeraceae	Braarudosphaera	Braarudosphaera_bigelowii	Uska15_2_6	AB847973|Braarudosphaera_bigelowii(Uska15_2_6)
AB847974	Braarudosphaeraceae	Braarudosphaera	Braarudosphaera_bigelowii	Tosa2	AB847974|Braarudosphaera_bigelowii(Tosa2)
AB847971	Braarudosphaeraceae	Braarudosphaera	Braarudosphaera_bigelowii	Shukutsu22	AB847971|Braarudosphaera_bigelowii(Shukutsu22)
AB847972	Braarudosphaeraceae	Braarudosphaera	Braarudosphaera_bigelowii	Shukutsu27	AB847972|Braarudosphaera_bigelowii(Shukutsu27)
AB847975	Braarudosphaeraceae	Braarudosphaera	Braarudosphaera_bigelowii	Tosa5	AB847975|Braarudosphaera_bigelowii(Tosa5)
AB847976	Braarudosphaeraceae	Braarudosphaera	Braarudosphaera_bigelowii	Tosa6	AB847976|Braarudosphaera_bigelowii(Tosa6)
AB847977	Braarudosphaeraceae	Braarudosphaera	Braarudosphaera_bigelowii	Tosa8	AB847977|Braarudosphaera_bigelowii(Tosa8)
AB847978	Braarudosphaeraceae	Braarudosphaera	Braarudosphaera_bigelowii	Tosa14	AB847978|Braarudosphaera_bigelowii(Tosa14)
AB478414	Braarudosphaeraceae	Braarudosphaera	Braarudosphaera_bigelowii	Yatsushiro1	AB478414|Braarudosphaera_bigelowii(Yatsushiro1)
AB778293	Braarudosphaeraceae	Braarudosphaera	Braarudosphaera_bigelowii	TMR_scBb1	AB778293|Braarudosphaera_bigelowii(TMR_scBb1)
AB847980	Braarudosphaeraceae	Braarudosphaera	Braarudosphaera_bigelowii	TMRscBb7	AB847980|Braarudosphaera_bigelowii(TMRscBb7)
AB847981	Braarudosphaeraceae	Braarudosphaera	Braarudosphaera_bigelowii	TMRscBb8	AB847981|Braarudosphaera_bigelowii(TMRscBb8)
AB250784	Braarudosphaeraceae	Braarudosphaera	Braarudosphaera_bigelowii	TP056a	AB250784|Braarudosphaera_bigelowii(TP056a)
AB250785	Braarudosphaeraceae	Braarudosphaera	Braarudosphaera_bigelowii	TP056b	AB250785|Braarudosphaera_bigelowii(TP056b)
AB478412	Braarudosphaeraceae	Braarudosphaera	Braarudosphaera_bigelowii	FunahamaT3	AB478412|Braarudosphaera_bigelowii(FunahamaT3)
AM490994	Braarudosphaeraceae	Braarudosphaera	Braarudosphaera_bigelowii_Chrysochromulina_parkeae	Kawachi_Japan	AM490994|Braarudosphaera_bigelowii_Chrysochromulina_parkeae(Kawachi_Japan)
AB058358	Braarudosphaeraceae	Braarudosphaeraceae	aff Haptolina_brevifila	MBIC10518	AB058358|aff Haptolina_brevifila(MBIC10518)
AM490995	Braarudosphaeraceae	Braarudosphaeraceae	aff Haptolina_brevifila	Kawachi_Japan	AM490995|aff Haptolina_brevifila(Kawachi_Japan)
AM490986	Syracosphaerales	Coronosphaera	Coronosphaera_mediterranea	ALGO_NS85	AM490986|Coronosphaera_mediterranea(ALGO_NS85)
KF422621	Syracosphaeraceae	Syracosphaera	Syracosphaera_pulchra	RCC:1461	KF422621|Syracosphaera_pulchra(RCC:1461)
AM490987	Syracosphaeraceae	Syracosphaera	Syracosphaera_pulchra	ALGO_GK_17	AM490987|Syracosphaera_pulchra(ALGO_GK_17)
KF422620	Helicosphaeraceae	Helicosphaera	Helicosphaera_carteri	RCC:1333	KF422620|Helicosphaera_carteri(RCC:1333)
AM490983	Helicosphaeraceae	Helicosphaera	Helicosphaera_carteri	ALGO_NS1010	AM490983|Helicosphaera_carteri(ALGO_NS1010)
AM490984	Pontosphaeraceae	Scyphosphaera	Scyphosphaera_apsteinii	ALGO_TW16	AM490984|Scyphosphaera_apsteinii(ALGO_TW16)
AY821960	Clade_HAP1	Clade_HAP1	Clade_HAP1	CV1_B2_32	AY821960|Clade_HAP1(CV1_B2_32)
AY821959	Clade_HAP1	Clade_HAP1	Clade_HAP1	CV1_B1_97	AY821959|Clade_HAP1(CV1_B1_97)
FJ537507	Clade_HAP2	Clade_HAP2	Clade_HAP2	Biosope_T35_011	FJ537507|Clade_HAP2(Biosope_T35_011)
HM581529	Clade_HAP2	Clade_HAP2	Clade_HAP2	FS01AA64_01Aug05_5m	HM581529|Clade_HAP2(FS01AA64_01Aug05_5m)
GU824821	Clade_HAP2	Clade_HAP2	Clade_HAP2	BCA5F15RM3F05	GU824821|Clade_HAP2(BCA5F15RM3F05)
FJ537342	Clade_HAP2	Clade_HAP2	Clade_HAP2	Biosope_T65_100	FJ537342|Clade_HAP2(Biosope_T65_100)
FJ537336	Clade_HAP2	Clade_HAP2	Clade_HAP2	Biosope_T58_080	FJ537336|Clade_HAP2(Biosope_T58_080)
HQ869009	Clade_HAP3	Clade_HAP3	Clade_HAP3	SHAX513	HQ869009|Clade_HAP3(SHAX513)
HQ869063	Clade_HAP3	Clade_HAP3	Clade_HAP3	SHAX572	HQ869063|Clade_HAP3(SHAX572)
HQ868955	Clade_HAP3	Clade_HAP3	Clade_HAP3	SHAX445	HQ868955|Clade_HAP3(SHAX445)
HQ868491	Clade_HAP3	Clade_HAP3	Clade_HAP3	SHAX717	HQ868491|Clade_HAP3(SHAX717)
HQ868699	Clade_HAP3	Clade_HAP3	Clade_HAP3	SHAX937	HQ868699|Clade_HAP3(SHAX937)
HQ869684	Clade_HAP3	Clade_HAP3	Clade_HAP3	SHBF661	HQ869684|Clade_HAP3(SHBF661)
JX680347	Clade_HAP3	Clade_HAP3	Clade_HAP3	Ma135_Pav3_C16	JX680347|Clade_HAP3(Ma135_Pav3_C16)
JX680343	Clade_HAP3	Clade_HAP3	Clade_HAP3	Ma135_Pav3_C3	JX680343|Clade_HAP3(Ma135_Pav3_C3)
JX680342	Clade_HAP3	Clade_HAP3	Clade_HAP3	Ma135_Pav3_C1	JX680342|Clade_HAP3(Ma135_Pav3_C1)
KF130175	Clade_HAP3	Clade_HAP3	Clade_HAP3	ST6000_025	KF130175|Clade_HAP3(ST6000_025)
DQ918951	Clade_HAP4	Clade_HAP4	Clade_HAP4	ENVP366_00164	DQ918951|Clade_HAP4(ENVP366_00164)
EU500064	Clade_HAP4	Clade_HAP4	Clade_HAP4	hotxp1f3	EU500064|Clade_HAP4(hotxp1f3)
HQ869677	Clade_HAP4	Clade_HAP4	Clade_HAP4	SHBF653	HQ869677|Clade_HAP4(SHBF653)
EU682597	Clade_HAP4	Clade_HAP4	Clade_HAP4	05M100n_14	EU682597|Clade_HAP4(05M100n_14)
GU825177	Clade_HAP4	Clade_HAP4	Clade_HAP4	AA5F15RM1D01	GU825177|Clade_HAP4(AA5F15RM1D01)
KF130288	Clade_HAP4	Clade_HAP4	Clade_HAP4	ST6060_063	KF130288|Clade_HAP4(ST6060_063)
KJ758537	Clade_HAP4	Clade_HAP4	Clade_HAP4	SGYU1187	KJ758537|Clade_HAP4(SGYU1187)
HM581532	Clade_HAP5	Clade_HAP5	Clade_HAP5	FS01AA17_01Aug05_5m	HM581532|Clade_HAP5(FS01AA17_01Aug05_5m)
KF129994	Clade_HAP5	Clade_HAP5	Clade_HAP5	ST5900_037	KF129994|Clade_HAP5(ST5900_037)
JX188371	Haptophyta	Haptophyta	Haptophyta	CC02A175_029	JX188371|Haptophyta(CC02A175_029)
KJ757541	Haptophyta	Haptophyta	Haptophyta	SGYY695	KJ757541|Haptophyta(SGYY695)
KJ762982	Haptophyta	Haptophyta	Haptophyta	SGUH1350	KJ762982|Haptophyta(SGUH1350)
KJ757232	Haptophyta	Haptophyta	Haptophyta	SGYY1340	KJ757232|Haptophyta(SGYY1340)
FJ410690	Pavlovaceae	Diacronema	Diacronema_sp	EBM19_38	FJ410690|Diacronema_sp(EBM19_38)
FJ410719	Pavlovaceae	Diacronema	Diacronema_sp	EBM53_95	FJ410719|Diacronema_sp(EBM53_95)
JX453455	Pavlovaceae	Diacronema	Diacronema_sp	Svaersvann_14	JX453455|Diacronema_sp(Svaersvann_14)
JX680355	Pavlovaceae	Diacronema	Diacronema_sp	BG1C2_Pav4	JX680355|Diacronema_sp(BG1C2_Pav4)
JX680354	Pavlovaceae	Diacronema	Diacronema_sp	BG1C1_Pav4	JX680354|Diacronema_sp(BG1C1_Pav4)
JX680350	Pavlovaceae	Diacronema	Diacronema_sp	BG1C5_Pav4	JX680350|Diacronema_sp(BG1C5_Pav4)
JX680346	Pavlovaceae	Diacronema	Diacronema_sp	Cha1_Pav3_C68	JX680346|Diacronema_sp(Cha1_Pav3_C68)
JX680356	Pavlovaceae	Diacronema	Diacronema_sp	BG1C7_Pav3	JX680356|Diacronema_sp(BG1C7_Pav3)
JX680423	Pavlovaceae	Diacronema	Diacronema_sp	EV10_Pav3_C1	JX680423|Diacronema_sp(EV10_Pav3_C1)
JX680425	Pavlovaceae	Diacronema	Diacronema_sp	MG1_Pav3_C1	JX680425|Diacronema_sp(MG1_Pav3_C1)
JX680426	Pavlovaceae	Diacronema	Diacronema_sp	MG1_Pav3_C2	JX680426|Diacronema_sp(MG1_Pav3_C2)
JX680348	Pavlovaceae	Diacronema	Diacronema_sp	BG1C3_Pav3	JX680348|Diacronema_sp(BG1C3_Pav3)
JX680349	Pavlovaceae	Diacronema	Diacronema_sp	BG1C5_Pav3	JX680349|Diacronema_sp(BG1C5_Pav3)
EF527189	Pavlovaceae	Pavlovaceae	Pavlovaceae	SA2_2A8	EF527189|Pavlovaceae(SA2_2A8)
HM581613	Calcihaptophycidae	Calcihaptophycidae	Calcihaptophycidae	OC413BATS_P036_15m	HM581613|Calcihaptophycidae(OC413BATS_P036_15m)
EF172980	Calcihaptophycidae	Calcihaptophycidae	Calcihaptophycidae	Q2G11N10	EF172980|Calcihaptophycidae(Q2G11N10)
GQ382423	Calcihaptophycidae 	Calcihaptophycidae 	Calcihaptophycidae	MO010_1_00034	GQ382423|Calcihaptophycidae(MO010_1_00034)
JF308273	Chrysoculteraceae	Chrysoculter	Chrysoculter_sp	TB1H05	JF308273|Chrysoculter_sp(TB1H05)
KF130396	Rhabdosphaeraceae	Algirosphaera	Algirosphaera_sp	ST8300_084	KF130396|Algirosphaera_sp(ST8300_084)
HM565912	Clade_D	Clade_D	Clade_D	SGZW1118	HM565912|Clade_D(SGZW1118)
FJ537485	Clade_D	Clade_D	Clade_D	Biosope_T33_039	FJ537485|Clade_D(Biosope_T33_039)
JX680409	Clade_D	Clade_D	Clade_D	Ma135_Pry1_C7	JX680409|Clade_D(Ma135_Pry1_C7)
GU824002	Clade_D	Clade_D	Clade_D	A93F14RM1D06	GU824002|Clade_D(A93F14RM1D06)
KF130071	Clade_D	Clade_D	Clade_D	ST5960_007	KF130071|Clade_D(ST5960_007)
AJ402346	Clade_D	Clade_D	Clade_D	OLI11007	AJ402346|Clade_D(OLI11007)
FJ537352	Clade_D	Clade_D	Clade_D	Biosope_T65_172	FJ537352|Clade_D(Biosope_T65_172)
AF107091	Clade_D	Clade_D	Clade_D	OLI51080	AF107091|Clade_D(OLI51080)
AF107081	Clade_D	Clade_D	Clade_D	OLI16010	AF107081|Clade_D(OLI16010)
AF107085	Clade_D	Clade_D	Clade_D	OLI26047	AF107085|Clade_D(OLI26047)
AF107090	Clade_D	Clade_D	Clade_D	OLI51076	AF107090|Clade_D(OLI51076)
HM581638	Clade_D	Clade_D	Clade_D	CN207St155_8Be04F_07Oct07_90m	HM581638|Clade_D(CN207St155_8Be04F_07Oct07_90m)
FJ537312	Clade_D	Clade_D	Clade_D	Biosope_T33_039	FJ537312|Clade_D(Biosope_T33_039)
FJ537337	Clade_D	Clade_D	Clade_D	Biosope_T58_110	FJ537337|Clade_D(Biosope_T58_110)
KJ762902	Clade_D	Clade_D	Clade_D	SGUH1172	KJ762902|Clade_D(SGUH1172)
FJ537489	Clade_E	Clade_E	Clade_E	Biosope_T33_066	FJ537489|Clade_E(Biosope_T33_066)
GQ344744	Clade_E	Clade_E	Clade_E	cRFM1_60	GQ344744|Clade_E(cRFM1_60)
HQ868969	Clade_E	Clade_E	Clade_E	SHAX462	HQ868969|Clade_E(SHAX462)
JQ955890	Clade_E	Clade_E	Clade_E	AN0830_9B11E	JQ955890|Clade_E(AN0830_9B11E)
JX680362	Clade_E	Clade_E	Clade_E	DH122_Pry1_C23	JX680362|Clade_E(DH122_Pry1_C23)
JX680379	Clade_E	Clade_E	Clade_E	Ma125_Pry1_C20	JX680379|Clade_E(Ma125_Pry1_C20)
JX680388	Clade_E	Clade_E	Clade_E	Ma130_Pry1_C9	JX680388|Clade_E(Ma130_Pry1_C9)
JX680437	Clade_E	Clade_E	Clade_E	Ma125_Pry1_C18	JX680437|Clade_E(Ma125_Pry1_C18)
AF107088	Clade_E	Clade_E	Clade_E	OLI51050	AF107088|Clade_E(OLI51050)
AF107084	Clade_E	Clade_E	Clade_E	OLI26041	AF107084|Clade_E(OLI26041)
FJ537311	Clade_E	Clade_E	Clade_E	Biosope_T33_008	FJ537311|Clade_E(Biosope_T33_008)
GU824470	Clade_F	Clade_F	Clade_F	AI5F13RM1H01	GU824470|Clade_F(AI5F13RM1H01)
JX680380	Clade_F	Clade_F	Clade_F	Ma125_Pry1_C22	JX680380|Clade_F(Ma125_Pry1_C22)
GU824545	Clade_F	Clade_F	Clade_F	AA5F14RJ1A06	GU824545|Clade_F(AA5F14RJ1A06)
FN690514	Clade_F	Clade_F	Clade_F	3b_H6	FN690514|Clade_F(3b_H6)
EF526918	Chrysotilaceae	Chrysotila	Chrysotila_sp	SA2_4D8	EF526918|Chrysotila_sp(SA2_4D8)
EF526953	Chrysotilaceae	Chrysotila	Chrysotila_sp	SA2_3E8	EF526953|Chrysotila_sp(SA2_3E8)
EF527190	Chrysotilaceae	Chrysotila	Chrysotila_sp	SA2_2C6	EF527190|Chrysotila_sp(SA2_2C6)
EF527183	Chrysotilaceae	Chrysotila	Chrysotila_sp	SA2_2A11	EF527183|Chrysotila_sp(SA2_2A11)
EF527116	Chrysotilaceae	Chrysotila	Chrysotila_sp	SA2_1B5	EF527116|Chrysotila_sp(SA2_1B5)
FJ537477	Coccolithales	Coccolithales	Coccolithales	Biosope_T33_001	FJ537477|Coccolithales(Biosope_T33_001)
FJ537503	Coccolithales	Coccolithales	Coccolithales	Biosope_T33_218	FJ537503|Coccolithales(Biosope_T33_218)
FJ537310	Coccolithales	Coccolithales	Coccolithales	Biosope_T33_001	FJ537310|Coccolithales(Biosope_T33_001)
JX680344	Hymenomonadaceae	Jomonlithus	Jomonlithus_littoralis	CPT2_Pry1_C2	JX680344|Jomonlithus_littoralis(CPT2_Pry1_C2)
JX680345	Hymenomonadaceae	Jomonlithus	Jomonlithus_littoralis	CPT3_Pry1_C3	JX680345|Jomonlithus_littoralis(CPT3_Pry1_C3)
JX680392	Clade_C1	Clade_C1	Clade_C1	EV3_Pry1_C1	JX680392|Clade_C1(EV3_Pry1_C1)
JX680339	Clade_C1	Clade_C1	Clade_C1	EV3_Pry1_C4	JX680339|Clade_C1(EV3_Pry1_C4)
JX680397	Clade_C1	Clade_C1	Clade_C1	EV3_Pry1_C2	JX680397|Clade_C1(EV3_Pry1_C2)
JX680338	Clade_C1	Clade_C1	Clade_C1	EV3_Pry1_C22	JX680338|Clade_C1(EV3_Pry1_C22)
JX680389	Clade_C1	Clade_C1	Clade_C1	EV2_Pry1_C10	JX680389|Clade_C1(EV2_Pry1_C10)
JX680390	Clade_C1	Clade_C1	Clade_C1	EV2_Pry1_C6	JX680390|Clade_C1(EV2_Pry1_C6)
JX680391	Clade_C1	Clade_C1	Clade_C1	EV2_Pry1_C9	JX680391|Clade_C1(EV2_Pry1_C9)
JX680396	Clade_C1	Clade_C1	Clade_C1	EV3_Pry1_C14	JX680396|Clade_C1(EV3_Pry1_C14)
JX680410	Clade_C1	Clade_C1	Clade_C1	EV3_Pry1_C3	JX680410|Clade_C1(EV3_Pry1_C3)
JX680428	Clade_C1	Clade_C1	Clade_C1	AN6_Pry1_C9	JX680428|Clade_C1(AN6_Pry1_C9)
JX680394	Clade_C1	Clade_C1	Clade_C1	EV3_Pry1_C12	JX680394|Clade_C1(EV3_Pry1_C12)
JX680398	Clade_C1	Clade_C1	Clade_C1	EV3_Pry1_C6	JX680398|Clade_C1(EV3_Pry1_C6)
JX680393	Clade_C1	Clade_C1	Clade_C1	EV3_Pry1_C11	JX680393|Clade_C1(EV3_Pry1_C11)
JX680395	Clade_C1	Clade_C1	Clade_C1	EV3_Pry1_C13	JX680395|Clade_C1(EV3_Pry1_C13)
JX680418	Clade_C1	Clade_C1	Clade_C1	EV3_Pry1_C7	JX680418|Clade_C1(EV3_Pry1_C7)
HQ446272	Clade_C1	Clade_C1	Clade_C1	BrayaSo_water_18S	HQ446272|Clade_C1(BrayaSo_water_18S)
GU969079	Isochrysidaceae	Isochrysidaceae	Isochrysidaceae	elb13_t0_otu2	GU969079|Isochrysidaceae(elb13_t0_otu2)
GU969080	Isochrysidaceae	Isochrysidaceae	Isochrysidaceae	wlb13_t2_otu6	GU969080|Isochrysidaceae(wlb13_t2_otu6)
JX680442	Isochrysidaceae	Isochrysidaceae	Isochrysidaceae	SCH3_Pry1_C9	JX680442|Isochrysidaceae(SCH3_Pry1_C9)
JX680413	Isochrysidaceae	Isochrysis	Isochrysis_sp	SCH1_Pry1_C12	JX680413|Isochrysis_sp(SCH1_Pry1_C12)
JX680414	Isochrysidaceae	Isochrysis	Isochrysis_sp	SCH1_Pry1_C6	JX680414|Isochrysis_sp(SCH1_Pry1_C6)
JX291889	Noelaerhabdaceae	Emiliania_Gephyrocapsa	Emiliania_Gephyrocapsa_sp	7657BH1639_SP6	JX291889|Emiliania_Gephyrocapsa_sp(7657BH1639_SP6)
KC911749	Noelaerhabdaceae	Emiliania_Gephyrocapsa	Emiliania_Gephyrocapsa_sp	G0Esp_6_26	KC911749|Emiliania_Gephyrocapsa_sp(G0Esp_6_26)
HM103447	Noelaerhabdaceae	Emiliania_Gephyrocapsa	Emiliania_Gephyrocapsa_sp	Ma101_3E_44	HM103447|Emiliania_Gephyrocapsa_sp(Ma101_3E_44)
HM103390	Noelaerhabdaceae	Emiliania_Gephyrocapsa	Emiliania_Gephyrocapsa_sp	Ma101_1E_11	HM103390|Emiliania_Gephyrocapsa_sp(Ma101_1E_11)
GU825676	Noelaerhabdaceae	Emiliania_Gephyrocapsa	Emiliania_Gephyrocapsa_sp	AB5F13RJ3B08	GU825676|Emiliania_Gephyrocapsa_sp(AB5F13RJ3B08)
JX680376	Noelaerhabdaceae	Emiliania_Gephyrocapsa	Emiliania_Gephyrocapsa_sp	Ma101_Pry1_C5	JX680376|Emiliania_Gephyrocapsa_sp(Ma101_Pry1_C5)
JX680408	Noelaerhabdaceae	Emiliania_Gephyrocapsa	Emiliania_Gephyrocapsa_sp	Ma135_Pry1_C4	JX680408|Emiliania_Gephyrocapsa_sp(Ma135_Pry1_C4)
FJ537301	Noelaerhabdaceae	Emiliania_Gephyrocapsa	Emiliania_Gephyrocapsa_sp	Biosope_T123_034	FJ537301|Emiliania_Gephyrocapsa_sp(Biosope_T123_034)
JX840877	Phaeocystaceae	Phaeocystis	Phaeocystis_antarctica	ANT_14	JX840877|Phaeocystis_antarctica(ANT_14)
JX680363	Phaeocystaceae	Phaeocystis	Phaeocystis_antarctica	DH122_Pry1_C24	JX680363|Phaeocystis_antarctica(DH122_Pry1_C24)
JX680368	Phaeocystaceae	Phaeocystis	Phaeocystis_antarctica	DH125_Pry1_C27	JX680368|Phaeocystis_antarctica(DH125_Pry1_C27)
JX680369	Phaeocystaceae	Phaeocystis	Phaeocystis_antarctica	DH129_Pry1_C13	JX680369|Phaeocystis_antarctica(DH129_Pry1_C13)
JX680432	Phaeocystaceae	Phaeocystis	Phaeocystis_antarctica	DH125_Pry1_C20	JX680432|Phaeocystis_antarctica(DH125_Pry1_C20)
JX680433	Phaeocystaceae	Phaeocystis	Phaeocystis_antarctica	DH125_Pry1_C30	JX680433|Phaeocystis_antarctica(DH125_Pry1_C30)
JX680436	Phaeocystaceae	Phaeocystis	Phaeocystis_antarctica	Ma101_Pry1_C31	JX680436|Phaeocystis_antarctica(Ma101_Pry1_C31)
JX680370	Phaeocystaceae	Phaeocystis	Phaeocystis_antarctica	DH129_Pry1_C20	JX680370|Phaeocystis_antarctica(DH129_Pry1_C20)
FJ431385	Phaeocystaceae	Phaeocystis	Phaeocystis_cordata	RA071004N_015	FJ431385|Phaeocystis_cordata(RA071004N_015)
GQ344700	Phaeocystaceae	Phaeocystis	Phaeocystis_cordata	cRFM1_15	GQ344700|Phaeocystis_cordata(cRFM1_15)
GQ344695	Phaeocystaceae	Phaeocystis	Phaeocystis_cordata	cRFM1_10	GQ344695|Phaeocystis_cordata(cRFM1_10)
GQ344792	Phaeocystaceae	Phaeocystis	Phaeocystis_cordata	cRFM1_109	GQ344792|Phaeocystis_cordata(cRFM1_109)
KF130511	Phaeocystaceae	Phaeocystis	Phaeocystis_cordata	ST8900_002	KF130511|Phaeocystis_cordata(ST8900_002)
KF130602	Phaeocystaceae	Phaeocystis	Phaeocystis_cordata	ST8900_114	KF130602|Phaeocystis_cordata(ST8900_114)
KJ763367	Phaeocystaceae	Phaeocystis	Phaeocystis_cordata	SGUH878	KJ763367|Phaeocystis_cordata(SGUH878)
FJ431483	Phaeocystaceae	Phaeocystis	Phaeocystis_globosa	RA080215N_012	FJ431483|Phaeocystis_globosa(RA080215N_012)
FJ431386	Phaeocystaceae	Phaeocystis	Phaeocystis_globosa	RA071004N_016	FJ431386|Phaeocystis_globosa(RA071004N_016)
FJ431399	Phaeocystaceae	Phaeocystis	Phaeocystis_globosa	RA071004N_031	FJ431399|Phaeocystis_globosa(RA071004N_031)
FJ431490	Phaeocystaceae	Phaeocystis	Phaeocystis_globosa	RA080215N_022	FJ431490|Phaeocystis_globosa(RA080215N_022)
JX680383	Phaeocystaceae	Phaeocystis	Phaeocystis_globosa	Ma125_Pry1_C8	JX680383|Phaeocystis_globosa(Ma125_Pry1_C8)
JX680439	Phaeocystaceae	Phaeocystis	Phaeocystis_globosa	Ma130_Pry1_C6	JX680439|Phaeocystis_globosa(Ma130_Pry1_C6)
JX680405	Phaeocystaceae	Phaeocystis	Phaeocystis_globosa	Ma135_Pry1_C26	JX680405|Phaeocystis_globosa(Ma135_Pry1_C26)
GU825073	Phaeocystaceae	Phaeocystis	Phaeocystis_globosa	AI5F15RJ3B03	GU825073|Phaeocystis_globosa(AI5F15RJ3B03)
GU825224	Phaeocystaceae	Phaeocystis	Phaeocystis_globosa	AI5F15RJ2D11	GU825224|Phaeocystis_globosa(AI5F15RJ2D11)
JX188372	Phaeocystaceae	Phaeocystis	Phaeocystis_globosa	CC02A175_081	JX188372|Phaeocystis_globosa(CC02A175_081)
FJ537335	Phaeocystaceae	Phaeocystis	Phaeocystis_globosa	Biosope_T58_035	FJ537335|Phaeocystis_globosa(Biosope_T58_035)
HM561167	Phaeocystaceae	Phaeocystis	Phaeocystis_pouchetii	CFL133R10	HM561167|Phaeocystis_pouchetii(CFL133R10)
HQ870249	Phaeocystaceae	Phaeocystis	Phaeocystis_pouchetii	SHZX663	HQ870249|Phaeocystis_pouchetii(SHZX663)
HQ870590	Phaeocystaceae	Phaeocystis	Phaeocystis_pouchetii	SIAA546	HQ870590|Phaeocystis_pouchetii(SIAA546)
HQ870288	Phaeocystaceae	Phaeocystis	Phaeocystis_pouchetii	SHZX710	HQ870288|Phaeocystis_pouchetii(SHZX710)
HQ865173	Phaeocystaceae	Phaeocystis	Phaeocystis_pouchetii	SGPX405	HQ865173|Phaeocystis_pouchetii(SGPX405)
HM561163	Phaeocystaceae	Phaeocystis	Phaeocystis_pouchetii	CFL133DB10	HM561163|Phaeocystis_pouchetii(CFL133DB10)
HM561164	Phaeocystaceae	Phaeocystis	Phaeocystis_pouchetii	CFL133DB11	HM561164|Phaeocystis_pouchetii(CFL133DB11)
HM561165	Phaeocystaceae	Phaeocystis	Phaeocystis_pouchetii	CFL161DB05	HM561165|Phaeocystis_pouchetii(CFL161DB05)
HM561166	Phaeocystaceae	Phaeocystis	Phaeocystis_pouchetii	CFL133R09	HM561166|Phaeocystis_pouchetii(CFL133R09)
JF698771	Phaeocystaceae	Phaeocystis	Phaeocystis_pouchetii	MALINA_St320_70m_Nano_ES065_ES065_D7	JF698771|Phaeocystis_pouchetii(MALINA_St320_70m_Nano_ES065_ES065_D7)
KC488452	Phaeocystaceae	Phaeocystis	Phaeocystis_pouchetii	HL5aSCM04_11	KC488452|Phaeocystis_pouchetii(HL5aSCM04_11)
KC488454	Phaeocystaceae	Phaeocystis	Phaeocystis_pouchetii	HL5aSF04_03	KC488454|Phaeocystis_pouchetii(HL5aSF04_03)
HM581558	Phaeocystaceae	Phaeocystis	Phaeocystis_sp	FS04G153_01Aug05_5m	HM581558|Phaeocystis_sp(FS04G153_01Aug05_5m)
HM581554	Phaeocystaceae	Phaeocystis	Phaeocystis_sp	FS04E091_31Mar05_5m	HM581554|Phaeocystis_sp(FS04E091_31Mar05_5m)
JX291765	Phaeocystaceae	Phaeocystis	Phaeocystis_sp	7656BH930_SP6	JX291765|Phaeocystis_sp(7656BH930_SP6)
HM474587	Phaeocystaceae	Phaeocystis	Phaeocystis_sp	T65_W01D_018	HM474587|Phaeocystis_sp(T65_W01D_018)
HM474572	Phaeocystaceae	Phaeocystis	Phaeocystis_sp	T65_W01D_002	HM474572|Phaeocystis_sp(T65_W01D_002)
HM581629	Phaeocystaceae	Phaeocystis	Phaeocystis_sp	EN351CTD040_40_09Apr01_4m	HM581629|Phaeocystis_sp(EN351CTD040_40_09Apr01_4m)
HM474598	Phaeocystaceae	Phaeocystis	Phaeocystis_sp	T65_W01D_030	HM474598|Phaeocystis_sp(T65_W01D_030)
HM474582	Phaeocystaceae	Phaeocystis	Phaeocystis_sp	T65_W01D_013	HM474582|Phaeocystis_sp(T65_W01D_013)
HM474597	Phaeocystaceae	Phaeocystis	Phaeocystis_sp	T65_W01D_029	HM474597|Phaeocystis_sp(T65_W01D_029)
